text,brand,sentiment,sentiment_simple,parent_brand
if u're at #sxsw don't u have cooler things to do? rt @mention 10:30 am line at apple pop-up store. it opens at 5 pm. #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
someone at #sxsw needs to host a race between the sms apps for iphone pink slips. or probably something much cooler than that.,Apple,No emotion toward brand or product,Neutral,Apple
"someone at #sxsw stole my ipad from mtg room 9abc, and it wasn't even a new one. talk about lame.",Apple,No emotion toward brand or product,Neutral,Apple
"next up at #sxsw, ding dong with google and bing over search listings: {link} who's here?",Google,No emotion toward brand or product,Neutral,Google
spotted at #sxsw: man in need of an ipad (2?) ûò {link} #sxswi,iPad,Positive emotion,Positive,Apple
"spotted at #sxsw: table of three people with 8 phones, an ipad and a macbook out. #gadgetoverload",Apple,No emotion toward brand or product,Neutral,Apple
"g*d dammit #sxsw! last year, you stole my #bike. this year, my #iphone!",Apple,No emotion toward brand or product,Neutral,Apple
find me at #sxswi for info on how to get your free android phone from @mention #sxsw,Google,No emotion toward brand or product,Neutral,Google
sitting at a bar listening to music w 3 ppl who r all nose down on iphone. waitress looks confused. #sxsw,Apple,I can't tell,Neutral,Apple
hmmm is it a bit weird that #sxsw is not tending but google circle is?,Google,No emotion toward brand or product,Neutral,Google
"if you got a view master last night, we can't wait to see your discs! most popular wins an ipad 2! #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
"in line at an impromptu &quot;pop-up&quot;
apple store at #sxswûólots of social media folk promoting apps including @mention also saw @mention in line",Apple,No emotion toward brand or product,Neutral,Apple
anyone got any news on the #google circles social networking announcement at #sxsw ?,Google,No emotion toward brand or product,Neutral,Google
can't wait anymore!!! :)) &quot;google to launch major new social network called circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,Positive emotion,Positive,Google
"some great app interface examples - moma, target, flipboard, cnn, nba courtside @mention ipad interfaces session #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple
crazy that apple is opening a temporary store in austin tomorrow to handle the rabid #sxsw eye pad too seekers.,Apple,No emotion toward brand or product,Neutral,Apple
new job at apple? ûï@mention met the team that set up the #sxsw apple store - set up whole place from nothing in 3 days. great work!û,Apple,Positive emotion,Positive,Apple
leo laport at apple popup store for #sxsw.  he is taping for # {link} ipadtoday,Apple,No emotion toward brand or product,Neutral,Apple
rockin out at the party lake it's 1986 party! #google #aclu #sxsw  @mention maggie mae's {link},Google,No emotion toward brand or product,Neutral,Google
you cannot be #winning at #sxsw without getting the new ipad. just ask @mention #itwillbemine {link},iPad,Positive emotion,Positive,Apple
"&quot;just because somebody patented something, doesn't meant they're using it&quot; - @mention google #sxsw",Google,No emotion toward brand or product,Neutral,Google
apple just brought is water in the ipad line #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"deviantart buys 3 ipad 2's in austin, tests muro drawing, it's super fast!! #deviantart #sxsw {link}",iPad,Positive emotion,Positive,Apple
won a gift certificate to apple at the nonprofit meetup! hooray for nonprofits and apple! #sxsw #ipad2time,Apple,Positive emotion,Positive,Apple
"don't just create something new on ipad, create comfort. ex. nytimes looks like a newspaper. #tapworthy #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
is content curation publishing? is aggregated content effective with google-savvy audiences? #sxsw @mention,Google,No emotion toward brand or product,Neutral,Google
on exhibit daily during #sxsw #art from the #ipad åç austin details {link},Apple,No emotion toward brand or product,Neutral,Apple
"&quot;what design decisions do you make based on google analytics?&quot; *crickets*.  if you're gonna use metrics, they have to be actionable. #sxsw",Google,No emotion toward brand or product,Neutral,Google
#sxsw what did you buy at the #appleatxdt popup store? do they have anything other than just ipad 2?,Apple,No emotion toward brand or product,Neutral,Apple
funny that even cnn is saying to stay clear of austin apple store on friday (ipad 2 launch) cuz of #sxsw. {link},Apple,No emotion toward brand or product,Neutral,Apple
"i can just feel the buzz!rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Other Google product or service,Positive emotion,Positive,Google
very smart from @mention #hollergram ipad app for #sxsw! {link} (may leave my vuvuzela at home now),iPad or iPhone App,Positive emotion,Positive,Apple
the flight from sf to austin is filled with google tshirts and youtube fleeces. #sxsw,Google,No emotion toward brand or product,Neutral,Google
my biggest frustration with #sxsw so far is no one looks where they're going because glued to iphone.,iPhone,Negative emotion,Negative,Apple
arrived at google and @mention #sxsw party. awesome.,Google,Positive emotion,Positive,Google
staring at google calendar prepping for #sxsw is giving me a headache. but... must... set interactive/film schedule soon!,Google,No emotion toward brand or product,Neutral,Google
#sxsw just got a samsung focus (windows 7) phone at the android dev meetup. we're excited to try it out and build something.,Android,Positive emotion,Positive,Google
panel just got my head out of my ipad by saying &quot;{link} out loud. #newsapps #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
&amp; what happened? :) rt @mention @mention putting a gun 2 @mention head.give me your iphone! #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
"terms that have high resonance right now #sxsw: marisa mater, google maps and places hotspot.",Other Google product or service,Positive emotion,Positive,Google
if i don't have my iphone back by #sxsw idk what i'll do..follow the masses i guess..,iPhone,Positive emotion,Positive,Apple
#sxsw just helped @mention charge her iphone with my newtrent imp1000 battery pack. i love this thing! #unpaid #endorsement,iPhone,Positive emotion,Positive,Apple
"happy that i won an ipad 2 at #drupalcon, but wishing i had it in hand. should i buy one and return it? #firstworldproblems #sxsw",iPad,Positive emotion,Positive,Apple
sitting at ihop drooling over the @mention iphone app. it does everything i would want it to. awesome! #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple
better get in line now. rt @mention apple is opening up a temp store in downtown austin for #sxsw &amp; ipad 2 launch {link},Apple,Positive emotion,Positive,Apple
excitement in the social network space with google's circles {link} #sxsw,Other Google product or service,Positive emotion,Positive,Google
#sxsw lost iphone in black parra hard case. has pink clouds and thunderbolts on back. email deshi80227@mention thanks!,Apple,No emotion toward brand or product,Neutral,Apple
"found lost iphone in ballroom d, austin #, last four digits 7322 #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
ad jg buat iphone rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw (cont) {link},Apple,No emotion toward brand or product,Neutral,Apple
retrollect is now also in android market! #sxsw https://market.android.com/details?id=com.borderstylo.retrollect,Google,Positive emotion,Positive,Google
#sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...,Apple,Positive emotion,Positive,Apple
best wurst late night decision ever  rt @mention whoa! line at the pop up apple store in downtown #sxsw  {link},Apple,No emotion toward brand or product,Neutral,Apple
"google not launching a social network as reported at #sxsw, contrary to rumors | {link}",Google,No emotion toward brand or product,Neutral,Google
"google not launching google circles social network today at #sxsw, maybe preview. #webpronews {link}",Google,No emotion toward brand or product,Neutral,Google
"at a great legal panel about internet privacy, security, free speech issues. w/ google, facebook, aclu attys. #sxsw",Google,No emotion toward brand or product,Neutral,Google
in my next life i'm coming back as an ipad 2. women can't keep their hands off this thing. #sxsw,iPad,Positive emotion,Positive,Apple
"is it just me or are @mention jokes on his #sxsw keynote trying to hard but kind of flat?  android, spitzer, etc.?",Google,No emotion toward brand or product,Neutral,Google
is it just me or has the @mention client for android gotten really buggy lately? #sxsw to blame?,Android,Negative emotion,Negative,Google
my biggest mistake since south by southwest last year? writin a book bout iphone photography instead of makin a photography iphone app #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
very smart move by apple. a pop-up store during #sxsw (ipad 2's come out at 5pm tomorrow): {link},Apple,Positive emotion,Positive,Apple
just don't move here! @mention rt last day to get the #lp austin iphone app for free {link} #travel #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
off to get my badge. then to find food and drink. then figure out why my @mention iphone is not roaming at #sxsw. then unpack. priorities,iPhone,Negative emotion,Negative,Apple
i just got my custome iphone 4 case from @mention #sxsw - the artwork is my favorite blackbook piece by @mention  {link},iPhone,Positive emotion,Positive,Apple
the advent of accessible ebooks [on the ipad] will be viewed by future generations as a landmark for the blind #sxsw #poursite,iPad,Positive emotion,Positive,Apple
20 percent of google searches are for local information. #sxsw,Google,No emotion toward brand or product,Neutral,Google
very smart of them. &quot;apple set to open popup shop in core of sxsw action&quot; - {link} #sxsw #apple,Apple,Positive emotion,Positive,Apple
huge shout out to gsdm &amp; google for the kick ass party tonight! we had an unbelievable time. #sxsw,Google,Positive emotion,Positive,Google
"first, get papa sangre on the iphone. their panel was amazing and the game is totally awesome. #sxsw #sxswi",iPad or iPhone App,Positive emotion,Positive,Apple
almost got plowed over by a stampede of wooing apple employees running to open the store. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
